1	Zq31drx-JM2R1MKQg8uJQw	2	0
2	We1kda5rqra8ClvV34Od4A	4	0
3	m5lzdUZ00UkQEO-UXzTW9A	2	0
4	bSvNU2vABlaBi1ooF4KNJg	15	0
5	MUsXhUuDRzGLkh2l3aNDGA	6	0
6	yq-MN1tqPA11TNWS7ZrIYQ	1	0
7	nr97lipURi7lx-uexT3RkA	0	5
8	qGDIsH6b4GTo37krG8ZfzQ	6	0
9	9KUJxI5AZqm5K1TBe7lFfg	2	0
10	BLrtsER8kfkNlRWoCXYPqA	0	1
11	i-g5hGwmsKwIHlixtxH7MA	3	0
12	8CnEyWFsypAWRc67nH2pOQ	2	0
13	cbdZ_CD9aUzjRhr69FmPdg	3	0
14	4CDvfJH9L3TKeuQCjfBZkg	1	0
15	BsrIgIg0ieHUE-k4MEgERQ	1	0
16	S1cjSFKcS5NVc3o1MkfpwA	41	0
17	B7mqXzrSFKM_Wff2tbBagw	1	0
18	C4YHBr6ifnOZd3kJ9B9tSg	1	0
19	DwrMa5JIgTd2e0GHX0pfFQ	8	0
20	l2j27Hsl9rHpNcPCebdoSA	3	0
21	RIy9NcaEuzsWVPo3LWri0w	0	1
22	5I4_OEvrdTRhrk6ipGVQEw	2	0
23	qeFMTDB3Vo8nB2vUPYJIng	1	0
24	Z6X8gcVu4ANyXFRdefTaxw	2	0
25	NfoAmvEZ3NVTAtOEshCvwQ	5	0
26	gwDlM1-ldXOvApXHuT1BYA	9	0
27	vZapl3-hY7cRsRlTYr7K-Q	1	0
28	BfI9UEXNKUcCUyV4eAa-gQ	0	1
29	jDCRhKpBCoOqgwNFWGu8WA	1	0
30	t08TMXC9zia06yWi-M1Ftw	7	0
31	AS6XGUlwmmftmitEf9FUTg	1	0
32	-50r1_gkfzZKKeTZ3d0M3g	2	0
33	87vm4T0CMLC4dEmi_aktgg	2	0
34	tP-FgoHpooJ44Nkf4gwCUA	0	1
35	EWkQxKg-KOzujC38Z_40wg	76	0
36	2wKnvn68eWybc7ID-7UQmQ	4	0
37	Wy2rcS7-IUc8Jk5Qihx4Fg	0	1
38	5ypoUgjGZo-6PDq7kOYvrg	1	0
39	pLEQ2P9HF0EjX3hSUXBuYQ	1	0
40	9TK01OjbXbTDa9USXoMD9Q	5	0
41	s53lg6FLUHubh2WQAStz6w	8	0
42	TrbBfSFIVKCCVFs29ptMDQ	1	0
43	ZzVUpJk3OVS5-B6vwk_S5A	0	1
44	l8EnmyqwMe5I5aeUch68Jw	3	0
45	OrrgcWX1ycpgibQeT9P5rA	6	0
46	Fuw6Aqacfl5Np4abNK0tzw	1	0
47	6zngIn2CJyI_u5q53zRGPg	1	0
48	BwH-qw_dalmw9elCc0PrRw	1	0
49	m7iiJlloCRfWaCPwQwTmpg	3	0
50	CM9JKN5-0SO4oShWkJK7_w	1	0
51	ZU0gNiYjVJbrqQzyEjlYrw	12	0
52	dXleiiOBxMygYCL__B9hbw	1	0
53	tKON5Da1k7M0q2hmLu9I2Q	0	2
54	AidlKNsFcsTucVCWBebXmA	1	0
55	opxqWn1ZfMqmzsQV4Ykb9Q	1	0
56	K2tK3VYPGpsg7UQfOxmHXQ	0	2
57	Lu3nRPIoOBxmAw9yYlzDjQ	4	0
58	QUe4gTuam3hka6MSG7G5Ww	2	0
59	V1kRgiVDax-HYYqnf7TPfg	1	0
60	llinIgks3GONadcuOZYp7Q	4	0
61	F3DwQjZCbcPxjOjzQeDW7Q	1	0
62	LiJvB0x444cZSw6Q3RX66A	5	0
63	fK0NmMyfma2FPwSV47nAiQ	1	0
64	jOEv6hJfc64gov0gG-wnUg	4	1
65	peUOIFhYxLD5mXrSyFX-oA	1	0
66	M6pvHFQmVCZkImRnzYbv1w	2	0
67	vRVpLmdV0XtFV9WDd0ETwg	3	0
68	ua8cuFGfPQf7573dkjoHNw	4	0
69	yhboHoQIGM2CO5f3GIgVkw	6	0
70	McKbMgCw0yfW0mflp2PK3A	1	0
71	rbd8YqgaVRTlhHd2F1dVqQ	1	0
72	agGWDhkVvIHaf8w16jLTng	16	0
73	YrlNGnrofZHseVYxrLrvJA	33	0
74	yf2gT945duBP2iSdYKyJAg	2	0
75	_ORbcHvhGxFTT1hTVoIjTg	2	0
76	ww_JM5LOS2pYKLUVmfo4xA	3	0
77	kcdMCsewzjClqbS72NksDA	5	0
78	mXcPw1NoDwb37dyggv4w0Q	5	0
79	Ba2E14kafL1gHxpik5p3Fw	1	0
80	3HVprAZQAKGhqHgRKyDGAw	3	0
81	UBMURUXm8FEyk8Q3eVttNA	1	0
82	RQpsPai-VyvAXbs4BwIflA	0	2
83	qli_gtwCNJ9vZaQBwxxiXA	3	0
84	21xVAToYyuvW1u4MMHbGtA	0	1
85	LH3GQJlC6YDP28QyVvcUOQ	6	0
86	3glYZ8FQKD9C7UyXiaMG9g	1	0
87	vuhoBiftgri8WiMzfeFHBQ	2	0
88	aQbDzdJQ47MoLFX7w9l7lg	0	1
89	3HL_fVJ7QfQqy7Ihzdo2XQ	1	0
90	iCNDIn83h47Y2fLkXew0Pw	1	0
91	mNy3YPlyaOsD6FDUtU7mxA	1	0
92	w-ulaUXJwJib3tNqb5lEMw	3	0
93	5tyAKqVh1aY_pCLldyFsSw	4	0
94	wwuFlQYpr2fCdZ-rQG-8ig	1	0
95	LGe1PZHTehLHNysomwNJ3w	1	0
96	Mjh9oYg5xLtjcBpTFcNiWw	12	0
97	oF8Efb3fBrwWZvmsl6e-pw	14	0
98	JT7CRUK3h-K-zWtvUThY8w	5	0
99	UUhYSKDf45ZulfUdcZK2pg	3	0
100	9_xya5fc12U_qt4eEwbGPQ	1	0
101	pl6xNOP36a0ECl2RpPI07w	0	3
102	a7p-uQOmGhDs67v5Kq1mRQ	0	1
103	c65gnz0er8bXNtrJUUXGug	1	0
104	UeZFt4Eq8hLYujiOkMhSGA	1	0
105	Wc7ZDy9CBOTGuD3LtPgmQw	0	1
106	VEJPK2we2la4ez0qLOrH8g	0	2
107	3I5HNCLFph8CKNqGraZcCA	2	0
108	XXHZfeclTsGYsgkpSkHnXg	1	0
109	w_20Zu_jREwBpDpILfQMng	4	0
110	qY-fjBfyhupOBOrBxpS7KQ	3	0
111	hPiYMrdekqmncqZqs_aPGg	3	0
112	G5TQ1LUNWy_gjHSEG1NWsg	1	0
113	zVDZlOJJSLSsGmTYR7PW7A	6	0
114	Ji_9Jc5v0cBkgAGlWtiBWg	1	0
115	NSjCk1qvRpSdvNO-pvrOEQ	0	1
116	Yey8Xr-AkhAnv-RI2Uc-rw	0	1
117	85C-qvt0D1bAxINnon01tg	4	0
118	LkW3VgcAnWmUV6BzyCOCFg	1	0
119	ITijxm8oYQap3uUHnugMgQ	2	0
120	PpXCBF0zXoh44YCMixbc7A	1	0
121	ujdeZDrN1z3I2rzTgU96cA	3	0
122	VpRz_DAym1zpQI1D4jHidg	0	1
123	pRRiH2PvzuXFI0EAYp08bQ	4	0
124	i-Hz-RPDfDoSoEp0548VoQ	1	0
125	dmeVL0IaWrbIYwlJ_drkoQ	1	0
126	wyjJ0EhDWDBv7433FRDJYw	1	0
127	EZ2QiospkTX_dx9TNoUI6Q	6	0
128	-WqErR_JGTwyTNiVTHXKig	0	1
129	sAFjQc5wchB5LPgTp8E3qA	0	1
130	R4r7VWC3I2ZvWAqeQPk5iQ	1	0
131	Siai6QqNFJW__7DtHx_haQ	2	0
132	xSn_CJVQmAHpfD0rkcBMEw	2	0
133	vO1a12SLh9EgKLnEw9vkcg	3	0
134	KtmXG28jM6BDcsgfmU08yQ	0	1
135	D0bhOmXByehddnoK5VNyQA	6	0
136	CNL9oXfy6pekycLOIv5TRg	1	0
137	iowTidoPlx8vYyOJCqeeTQ	1	0
138	YzzPavikUL3G7gdfczrNkQ	0	1
139	x1kHgNMGnBSfzMVXETfk4Q	2	0
140	lLZxjm_7eDxUCDNVaE1fcA	22	0
141	8mSdLGCmJR8cLXa0hFVvNg	2	0
142	8wxo5Dd52zddvHC_QIagHQ	1	0
143	wzTyHMpah_EP1btNVn4zvg	2	0
144	WhjD2Rlu01WQC4XwlmPJJQ	1	0
145	aAMNJl4MDL0OvsIr7grTHA	1	0
146	FaLcoOsWPWSPY9JE53h9Cg	0	1
147	J5zOW0q7iL6oAW91WUSvlw	8	0
148	pHdsi1YqEBnPaXh4kg8ySA	1	0
149	8ylgDDYxvberzrDngOXeTg	2	0
150	WBpQDAZymU0dhIqXcACGNw	1	0
151	AJhSvBOqGLmHpDB7UzLGWw	2	0
152	W3Bjf-JCWJMAj2yozRj1DQ	1	0
153	i1A51ZkkORz9X_hMzC0s9A	0	2
154	yUfGGLHUJ5k7_SJqyVJedw	2	0
155	JzhZOpLS5_D2ATTy5-i72g	1	0
156	67R9H9cvae9VUTYLgEgV9A	1	0
157	XxC_kG-jUwftB5ZxMRtAOg	1	0
158	lSo-cMW2n2RpGkYJvsOJrg	1	0
159	xHyJ2AUvvCfKjMTfSPPI2g	13	0
160	MXb1l-9ZIGOpGWAiXcF0sQ	3	0
161	iq7s7ujZoUn1JVHMQu0tbg	8	0
162	_p-CaP2hfWjlx9O9kmLyZg	1	0
163	cjvh7LJ2hKqmuXmuz5G8yw	5	0
164	BiEGIsKsn-m2UyNMU_lCkw	0	4
165	Mc9IienzWozMmuFdmUyR9A	7	0
166	4-0xEhu7dq39Df1wbgOezQ	4	0
167	GTfKxUwLp_iemEYOSfZW6A	1	0
168	J7T4pAvZYNlBq8KHjUQgEQ	1	0
169	a6vHF80Kq4YKiiAKNjhYlw	1	0
170	WdD3KPIQHZlTbGyqniy72g	2	0
171	EcUpBnG6euzCNJ_hqVo-iw	0	1
172	vssU12P3wrJU-BqTv3jqfg	0	1
173	F8PsFk3CQmUtu88fv3D1bQ	2	0
174	RxWi_9mvOjORyp22kji22g	1	0
175	zw-L4h5mvAUtGX2HSC270w	6	0
176	hfN8sIJVTf4bVkvB9-jIuA	1	0
177	U39V-PPTgJwFm-AjG5sn7g	3	0
178	K_TRqGQxyFH6-uKdQQs8kA	3	0
179	kHq96Sj0z-jg-QiiKYsUHg	1	0
180	WtdzIQ4PjmCAfJJLnJaw4g	0	1
181	KdVEki4Si22kRcMP1gdtjQ	1	0
182	6ea3wxB1n942t8_ssyLUhQ	1	0
183	PyXH0tWpLazENMULuUfI1Q	1	0
184	kuKJeqcxkb0Qi6N0BtWftw	1	0
185	UDvVHh3lsaZ1GW-qndBUoQ	1	0
186	2qY30ZXy0mwqXyardP7ppQ	2	0
187	o0o982U53lhwbVDuPPlBiA	3	0
188	E5wh_zE83rGuYdLnpocofA	0	1
189	mxbbojMD6G8XTFpiubHvZA	5	0
190	4ZWNI6-atzC4BUl7JUXnEQ	0	1
191	WO-8BmpIuaJJnzgEU5D42g	10	0
